"","암호화요양기호","요양기관명","종별코드명","시도코드명","시군구코드명","진료과목코드명","과목별 전문의수","좌표(X)","좌표(Y)"
"272","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz","차의과학대학교분당차병원","종합병원","경기","성남분당구","소아청소년과",22,127.1254535,37.4102384
"273","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz","참조은병원","종합병원","경기","광주시","소아청소년과",2,127.2602541,37.4109627
"274","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz","창원경상국립대학교병원","종합병원","경남","창원성산구","소아청소년과",10,128.7078463,35.1990873
"275","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz","창원한마음병원","종합병원","경남","창원의창구","소아청소년과",5,128.6990592,35.2379797
"276","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz","첨단종합병원","종합병원","광주","광주광산구","소아청소년과",1,126.8453041,35.2211088
"277","JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz","청주성모병원","종합병원","충북","청주청원구","소아청소년과",4,127.4856545,36.6737973
"278","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz","추병원","종합병원","경기","의정부시","소아청소년과",1,127.0450722,37.7497898
"279","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz","충청남도 공주의료원","종합병원","충남","공주시","소아청소년과",2,127.1094762,36.458987
"280","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz","충청남도 서산의료원","종합병원","충남","서산시","소아청소년과",2,126.4652578,36.7755835
"281","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz","충청남도 홍성의료원","종합병원","충남","홍성군","소아청소년과",4,126.674413,36.599349
"282","JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz","충청북도 청주의료원","종합병원","충북","청주서원구","소아청소년과",1,127.4730326,36.6402026
"283","JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz","충청북도 충주의료원","종합병원","충북","충주시","소아청소년과",1,127.9706116,36.9796506
"284","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz","포항성모병원","종합병원","경북","포항남구","소아청소년과",3,129.3399527,36.0159003
"285","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz","하남성심병원","종합병원","광주","광주광산구","소아청소년과",1,126.8009586,35.1666556
"286","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz","학교법인 가톨릭학원 가톨릭대학교 대전성모병원","종합병원","대전","대전중구","소아청소년과",5,127.420163,36.323042
"287","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz","학교법인 건양교육재단 건양대학교병원","종합병원","대전","대전서구","소아청소년과",10,127.342613,36.306642
"288","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz","학교법인 을지학원 대전을지대학교병원","종합병원","대전","대전서구","소아청소년과",5,127.3819888,36.3553098
"289","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz","학교법인 을지학원 의정부을지대학교병원","종합병원","경기","의정부시","소아청소년과",3,127.0506997,37.7518185
"290","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz","학교법인)동의병원","종합병원","부산","부산진구","소아청소년과",2,129.076514,35.1698203
"291","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz","한국보훈복지의료공단 대구보훈병원","종합병원","대구","대구달서구","소아청소년과",1,128.5519785,35.8028206
"292","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz","한국보훈복지의료공단 부산보훈병원","종합병원","부산","부산사상구","소아청소년과",2,129.006575,35.1533821
"293","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz","한국보훈복지의료공단 중앙보훈병원","종합병원","서울","강동구","소아청소년과",2,127.1481606,37.530634
"294","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz","한국원자력의학원원자력병원","종합병원","서울","노원구","소아청소년과",5,127.0824199,37.6288668
"295","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz","한림대학교 강남성심병원","종합병원","서울","영등포구","소아청소년과",9,126.9086527,37.4937262
"296","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz","한림대학교 한강성심병원","종합병원","서울","영등포구","소아청소년과",1,126.9096811,37.5231702
"297","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz","한림대학교동탄성심병원","종합병원","경기","화성시","소아청소년과",10,127.0801288,37.2166284
"298","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz","한림대학교부속 춘천성심병원","종합병원","강원","춘천시","소아청소년과",5,127.7399592,37.8840791
"299","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz","한림병원","종합병원","인천","인천계양구","소아청소년과",2,126.7343513,37.5320982
"300","JDQ4MTYyMiM4MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz","한마음병원","종합병원","제주","제주시","소아청소년과",2,126.5462386,33.4962868
"301","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz","한양대학교구리병원","종합병원","경기","구리시","소아청소년과",6,127.1324273,37.6012985
"302","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz","해남우리종합병원","종합병원","전남","해남군","소아청소년과",1,126.6465633,34.5842521
"303","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz","현대병원","종합병원","경기","남양주시","소아청소년과",2,127.179882,37.7154268
"304","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz","현대유비스병원","종합병원","인천","인천미추홀구","소아청소년과",1,126.6429995,37.4615989
"305","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz","홍익병원","종합병원","서울","양천구","소아청소년과",2,126.8636551,37.5284838
"306","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz","홍천아산병원","종합병원","강원","홍천군","소아청소년과",1,127.8948538,37.6908303
"307","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz","효산의료재단 안양샘병원","종합병원","경기","안양만안구","소아청소년과",2,126.924394,37.3935234
"308","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz","효산의료재단 지샘병원","종합병원","경기","군포시","소아청소년과",3,126.9473164,37.358672
"309","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz","(의)아인의료재단 아인여성병원","병원","인천","인천미추홀구","소아청소년과",10,126.6811626,37.4579989
"310","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz","(의)인석의료재단 보람병원","병원","울산","울산남구","소아청소년과",7,129.3410075,35.5425577
"311","JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz","(재)예수의꽃동네유지재단 인곡자애병원","병원","충북","음성군","소아청소년과",1,127.5776409,36.941804
"312","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz","(재)한호기독선교회 정관일신기독병원","병원","부산","부산기장군","소아청소년과",2,129.1774513,35.3197034
"313","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz","CNA서울아동병원","병원","경남","창원성산구","소아청소년과",6,128.6808909,35.2208386
"314","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz","SCH서울아동병원","병원","경남","통영시","소아청소년과",2,128.4291862,34.8600862
"315","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz","W(더블유)여성병원","병원","인천","인천미추홀구","소아청소년과",1,126.6811652,37.4509653
"316","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz","W여성병원","병원","대구","대구수성구","소아청소년과",1,128.6339412,35.8708049
"317","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz","개나리소아청소년과병원","병원","부산","부산강서구","소아청소년과",4,128.92243,35.0981159
"318","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz","거제아동병원","병원","경남","거제시","소아청소년과",5,128.6262587,34.8828723
"319","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDYjJDgz","거창적십자병원","병원","경남","거창군","소아청소년과",3,127.9087378,35.6867599
"320","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz","경희리틀병원","병원","경남","김해시","소아청소년과",1,128.8132149,35.1710522
"321","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz","고운여성병원","병원","경기","부천시","소아청소년과",2,126.7853703,37.4940579
"322","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz","고은여성병원","병원","인천","인천미추홀구","소아청소년과",1,126.6471018,37.4600706
"323","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz","곽여성병원","병원","경기","성남수정구","소아청소년과",2,127.1304647,37.4407883
"324","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz","광산수완미래아동병원","병원","광주","광주광산구","소아청소년과",9,126.8180639,35.1755833
"325","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz","광산하나아동병원","병원","광주","광주광산구","소아청소년과",4,126.825603,35.1910415
"326","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz","광안자모병원","병원","부산","부산수영구","소아청소년과",2,129.1121545,35.1553574
"327","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz","광주동림병원","병원","광주","광주서구","소아청소년과",1,126.867728,35.1715224
"328","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz","광주아주병원","병원","광주","광주북구","소아청소년과",2,126.9305508,35.1807506
"329","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz","광주중앙아동병원","병원","광주","광주광산구","소아청소년과",3,126.8320078,35.1824415
"330","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz","괴정어린이병원","병원","부산","부산사하구","소아청소년과",3,128.9941683,35.0985409
"331","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz","그레이스병원","병원","경기","고양일산동구","소아청소년과",2,126.7851165,37.6447672
"332","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz","금정병원","병원","부산","부산금정구","소아청소년과",1,129.0922161,35.2451243
"333","JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz","기쁨병원","병원","서울","서초구","소아청소년과",2,127.0180814,37.4827157
"334","JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz","김제우석병원","병원","전북","김제시","소아청소년과",1,126.880348,35.8072243
"335","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz","김포아이제일병원","병원","경기","김포시","소아청소년과",5,126.6266123,37.6435559
"336","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz","김해아동병원","병원","경남","김해시","소아청소년과",3,128.8673786,35.2364501
"337","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz","꿈나무아동병원","병원","경북","경산시","소아청소년과",4,128.7240148,35.8353356
"338","JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz","꿈크는아이병원","병원","충남","아산시","소아청소년과",4,127.0556762,36.7759658
"339","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz","나리여성병원","병원","경기","김포시","소아청소년과",2,126.71283,37.6219267
"340","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz","나무정원여성병원","병원","경기","양주시","소아청소년과",2,127.0484957,37.8227762
"341","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz","남악아동병원","병원","전남","무안군","소아청소년과",4,126.4644406,34.8111948
"342","JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz","누리엘병원","병원","대전","대전동구","소아청소년과",4,127.4323523,36.3479337
"343","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz","다산의료소비자생활협동조합정석소아청소년과병원","병원","경기","남양주시","소아청소년과",4,127.2027443,37.7206568
"344","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz","달서미즈맘병원","병원","대구","대구달서구","소아청소년과",1,128.5213554,35.8132898
"345","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz","대우아동병원","병원","경남","거제시","소아청소년과",1,128.6918078,34.8935336
"346","JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz","대전코젤병원","병원","대전","대전유성구","소아청소년과",7,127.3266814,36.3008979
"347","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz","더 조은병원","병원","경남","고성군","소아청소년과",1,128.3262443,34.9736716
"348","JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz","더블유여성병원","병원","대전","대전서구","소아청소년과",1,127.384054,36.3436605
"349","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz","더블유여성병원","병원","광주","광주광산구","소아청소년과",1,126.8231139,35.189681
"350","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz","더프라임병원","병원","경남","김해시","소아청소년과",2,128.8666082,35.2382289
"351","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz","동래아동병원","병원","부산","부산동래구","소아청소년과",2,129.1002145,35.1970495
"352","JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz","동탄성모병원","병원","경기","화성시","소아청소년과",7,127.1072593,37.1674053
"353","JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz","두정이진병원","병원","충남","천안서북구","소아청소년과",8,127.1305984,36.8261086
"354","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz","로즈마리병원","병원","대구","대구북구","소아청소년과",3,128.5577874,35.9432183
"355","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz","맘스여성병원","병원","울산","울산중구","소아청소년과",2,129.3509421,35.5666963
"356","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz","맘존여성병원","병원","경북","경주시","소아청소년과",1,129.216825,35.8488987
"357","JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz","메디아이여성병원","병원","서울","노원구","소아청소년과",1,127.067062,37.6564674
"358","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz","명지아동병원","병원","부산","부산강서구","소아청소년과",4,128.9188877,35.0978297
"359","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz","모란여성병원","병원","경남","창원성산구","소아청소년과",1,128.6806996,35.2206324
"360","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz","모아산부인과병원","병원","광주","광주남구","소아청소년과",1,126.903468,35.1339675
"361","JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz","모태안여성병원","병원","충북","청주서원구","소아청소년과",2,127.4451711,36.6168707
"362","JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz","목동제일여성병원","병원","서울","양천구","소아청소년과",1,126.8518725,37.5230563
"363","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz","목포미즈아이병원","병원","전남","목포시","소아청소년과",5,126.432175,34.8088583
"364","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz","목포아동병원","병원","전남","목포시","소아청소년과",4,126.4231626,34.8117017
"365","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz","목포한사랑병원","병원","전남","목포시","소아청소년과",6,126.42365,34.80585
"366","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz","목포현대병원","병원","전남","목포시","소아청소년과",1,126.4010345,34.8156733
"367","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz","무지개아동병원","병원","대구","대구북구","소아청소년과",3,128.5918283,35.8887489
"368","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz","문화여성병원","병원","광주","광주북구","소아청소년과",2,126.8830334,35.1744235
"369","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz","미래로병원","병원","부산","부산북구","소아청소년과",1,129.004449,35.2113115
"370","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz","미래아동병원","병원","광주","광주남구","소아청소년과",7,126.910708,35.1336818
"371","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz","미래아동병원","병원","울산","울산동구","소아청소년과",3,129.4217917,35.5398165
"372","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz","미래아이여성병원","병원","부산","부산사하구","소아청소년과",2,128.9634824,35.1058718
"373","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz","미래어린이병원","병원","부산","부산사상구","소아청소년과",2,128.972435,35.1310308
"374","JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz","미래여성병원","병원","부산","부산진구","소아청소년과",1,129.0223781,35.153604
"375","JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz","미래여성병원","병원","대구","대구달서구","소아청소년과",2,128.5368061,35.8512054
"376","JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz","미르아이병원","병원","경남","밀양시","소아청소년과",1,128.7484543,35.4837441
"377","JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz","미르피아여성병원","병원","전북","전주완산구","소아청소년과",1,127.1027237,35.8032825
"378","JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz","미즈여성아동병원","병원","전남","순천시","소아청소년과",6,127.5222126,34.9599395
"379","JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz","미즈제일여성병원","병원","대전","대전유성구","소아청소년과",2,127.344198,36.352516
